activation,batch_size,dropout_rate,epochs,neurons,optimizer,verbose,score
sigmoid,64,0.1,2000,10,adam,0,-0.25641555339097977
sigmoid,4,0.2,2000,10,adamax,0,-0.25651317834854126
selu,4,0.15,2000,10,adam,0,-0.2566314712166786
relu,64,0.15,2000,10,sgd,0,-0.25663162767887115
softplus,16,0.25,2000,10,adamax,0,-0.2569822892546654
relu,32,0.15,2000,10,sgd,0,-0.2570081874728203
softplus,4,0.05,2000,10,sgd,0,-0.2573001980781555
sigmoid,32,0.15,2000,10,adamax,0,-0.2574668899178505
relu,4,0.25,2000,10,adam,0,-0.2576114684343338
softplus,64,0.25,2000,10,rmsprop,0,-0.25796404480934143
sigmoid,4,0.15,2000,10,adamax,0,-0.25803499668836594
softplus,32,0.15,2000,10,adamax,0,-0.2584487795829773
relu,16,0.15,2000,10,rmsprop,0,-0.25847429782152176
softplus,64,0.05,2000,10,sgd,0,-0.25878939032554626
sigmoid,64,0.2,2000,10,adamax,0,-0.2588502913713455
sigmoid,32,0.25,2000,10,rmsprop,0,-0.2588632255792618
sigmoid,8,0.25,2000,10,adamax,0,-0.25894808024168015
sigmoid,8,0.2,2000,10,adamax,0,-0.25907864421606064
relu,32,0.2,2000,10,adamax,0,-0.25924307852983475
sigmoid,64,0.15,2000,10,adamax,0,-0.2593442425131798
sigmoid,16,0.15,2000,10,adamax,0,-0.2594875544309616
softplus,8,0.1,2000,10,adamax,0,-0.25991928577423096
relu,16,0.2,2000,10,rmsprop,0,-0.26006509363651276
sigmoid,16,0.2,2000,10,adamax,0,-0.2601083144545555
softplus,32,0.1,2000,10,adam,0,-0.2601226717233658
selu,4,0.25,2000,10,rmsprop,0,-0.2601933181285858
sigmoid,32,0.1,2000,10,adam,0,-0.26056017726659775
softplus,64,0.2,2000,10,adamax,0,-0.26069968938827515
relu,64,0.15,2000,10,adamax,0,-0.2608495429158211
relu,32,0.25,2000,10,sgd,0,-0.26088230311870575
softplus,8,0.05,2000,10,sgd,0,-0.2608906105160713
sigmoid,64,0.25,2000,10,adamax,0,-0.2609631270170212
sigmoid,32,0.15,2000,10,rmsprop,0,-0.2610275521874428
sigmoid,32,0.2,2000,10,adamax,0,-0.2615412399172783
relu,32,0.2,2000,10,rmsprop,0,-0.2616172954440117
relu,64,0.2,2000,10,sgd,0,-0.2616700604557991
softplus,64,0.2,2000,10,rmsprop,0,-0.26232264935970306
relu,8,0.1,2000,10,rmsprop,0,-0.26243550330400467
sigmoid,64,0.25,2000,10,rmsprop,0,-0.26254789531230927
softplus,32,0.2,2000,10,rmsprop,0,-0.2626808062195778
sigmoid,8,0.15,2000,10,adamax,0,-0.2631506323814392
softplus,8,0.2,2000,10,adamax,0,-0.2638337090611458
sigmoid,4,0.1,2000,10,sgd,0,-0.26410145312547684
sigmoid,64,0.15,2000,10,rmsprop,0,-0.26412978768348694
sigmoid,4,0.05,2000,10,sgd,0,-0.26419756561517715
relu,64,0.2,2000,10,adamax,0,-0.2645610645413399
sigmoid,32,0.05,2000,10,sgd,0,-0.2646380141377449
sigmoid,16,0.05,2000,10,sgd,0,-0.26468681544065475
softplus,32,0.15,2000,10,adam,0,-0.2648469805717468
softplus,64,0.15,2000,10,adam,0,-0.2649805620312691
relu,64,0.25,2000,10,sgd,0,-0.2650282010436058
sigmoid,8,0.05,2000,10,sgd,0,-0.26506946980953217
softplus,32,0.2,2000,10,adamax,0,-0.2650844678282738
relu,4,0.05,2000,10,rmsprop,0,-0.26535452902317047
softplus,64,0.25,2000,10,adamax,0,-0.2653612270951271
sigmoid,64,0.05,2000,10,sgd,0,-0.2654320001602173
relu,16,0.1,2000,10,adamax,0,-0.265493743121624
sigmoid,16,0.25,2000,10,adamax,0,-0.265878327190876
softplus,4,0.15,2000,10,sgd,0,-0.26604604721069336
sigmoid,32,0.15,2000,10,adam,0,-0.2665552422404289
softplus,32,0.05,2000,10,sgd,0,-0.26661229878664017
sigmoid,32,0.2,2000,10,adam,0,-0.26665402203798294
softplus,4,0.2,2000,10,sgd,0,-0.26672764122486115
softplus,16,0.2,2000,10,adamax,0,-0.26692619919776917
sigmoid,32,0.25,2000,10,adam,0,-0.2670026794075966
sigmoid,64,0.2,2000,10,rmsprop,0,-0.26715266704559326
relu,32,0.15,2000,10,adamax,0,-0.2672061249613762
softplus,16,0.2,2000,10,sgd,0,-0.2673441991209984
softplus,4,0.1,2000,10,sgd,0,-0.2674367055296898
relu,4,0.05,2000,10,adamax,0,-0.26752036064863205
sigmoid,64,0.15,2000,10,adam,0,-0.26755354553461075
softplus,32,0.25,2000,10,adamax,0,-0.2676965296268463
sigmoid,4,0.25,2000,10,sgd,0,-0.26799971610307693
sigmoid,4,0.15,2000,10,sgd,0,-0.268341064453125
sigmoid,4,0.2,2000,10,sgd,0,-0.26837627589702606
softplus,8,0.1,2000,10,sgd,0,-0.2683834731578827
softplus,8,0.2,2000,10,sgd,0,-0.26857078820466995
softplus,32,0.2,2000,10,adam,0,-0.2686777636408806
softplus,8,0.25,2000,10,sgd,0,-0.2688949331641197
softplus,16,0.1,2000,10,sgd,0,-0.2694415971636772
sigmoid,64,0.1,2000,10,sgd,0,-0.269462026655674
softplus,32,0.25,2000,10,adam,0,-0.2695654407143593
relu,32,0.25,2000,10,adam,0,-0.2697014585137367
sigmoid,32,0.25,2000,10,adamax,0,-0.26971371471881866
softplus,64,0.1,2000,10,sgd,0,-0.26979171484708786
sigmoid,8,0.1,2000,10,sgd,0,-0.26991454511880875
sigmoid,16,0.1,2000,10,sgd,0,-0.2702278718352318
sigmoid,32,0.1,2000,10,sgd,0,-0.2704639136791229
sigmoid,64,0.2,2000,10,adam,0,-0.2706160694360733
sigmoid,64,0.25,2000,10,adam,0,-0.2707966938614845
softplus,16,0.05,2000,10,sgd,0,-0.2708350941538811
softplus,64,0.2,2000,10,adam,0,-0.2709032669663429
softplus,32,0.2,2000,10,sgd,0,-0.27105823159217834
softplus,8,0.15,2000,10,sgd,0,-0.2711058482527733
relu,32,0.15,2000,10,rmsprop,0,-0.2712522968649864
sigmoid,16,0.2,2000,10,sgd,0,-0.2713714614510536
softplus,16,0.25,2000,10,sgd,0,-0.2717329040169716
softplus,32,0.15,2000,10,sgd,0,-0.27175381034612656
softplus,64,0.25,2000,10,sgd,0,-0.27185167372226715
softplus,4,0.25,2000,10,sgd,0,-0.271854966878891
sigmoid,64,0.15,2000,10,sgd,0,-0.27206116169691086
sigmoid,32,0.25,2000,10,sgd,0,-0.2720855101943016
sigmoid,16,0.15,2000,10,sgd,0,-0.27211274951696396
softplus,64,0.15,2000,10,sgd,0,-0.27227235585451126
softplus,32,0.1,2000,10,sgd,0,-0.2722884863615036
softplus,64,0.25,2000,10,adam,0,-0.2723401114344597
softplus,32,0.25,2000,10,sgd,0,-0.27260711044073105
sigmoid,32,0.15,2000,10,sgd,0,-0.2726174145936966
softplus,16,0.15,2000,10,sgd,0,-0.27272380143404007
sigmoid,16,0.25,2000,10,sgd,0,-0.27272675186395645
sigmoid,8,0.25,2000,10,sgd,0,-0.27293021976947784
sigmoid,32,0.2,2000,10,sgd,0,-0.2730143144726753
sigmoid,8,0.2,2000,10,sgd,0,-0.2730157747864723
sigmoid,64,0.25,2000,10,sgd,0,-0.2730249762535095
softplus,64,0.2,2000,10,sgd,0,-0.27356600016355515
sigmoid,64,0.2,2000,10,sgd,0,-0.27358657121658325
sigmoid,8,0.15,2000,10,sgd,0,-0.27387619763612747
selu,16,0.05,2000,10,rmsprop,0,-0.2746405676007271
relu,8,0.15,2000,10,adam,0,-0.28324144333601
relu,8,0.05,2000,10,adamax,0,-0.2839917913079262
relu,64,0.1,2000,10,rmsprop,0,-0.28564488887786865
relu,4,0.15,2000,10,adam,0,-0.2863149642944336
relu,8,0.1,2000,10,adam,0,-0.2906257435679436
relu,16,0.15,2000,10,adam,0,-0.29333750903606415
relu,64,0.2,2000,10,adam,0,-0.29489805549383163
relu,32,0.1,2000,10,rmsprop,0,-0.29514387995004654
relu,64,0.05,2000,10,rmsprop,0,-0.2967796325683594
relu,64,0.1,2000,10,adamax,0,-0.2970113754272461
relu,32,0.15,2000,10,adam,0,-0.2996786832809448
relu,16,0.05,2000,10,rmsprop,0,-0.30234815180301666
selu,4,0.2,2000,10,adam,0,-0.3052870109677315
relu,32,0.05,2000,10,adamax,0,-0.30543577671051025
relu,32,0.1,2000,10,adamax,0,-0.3083259165287018
relu,4,0.1,2000,10,adamax,0,-0.31450222432613373
relu,64,0.05,2000,10,adamax,0,-0.32062293589115143
relu,64,0.15,2000,10,adam,0,-0.32770341634750366
relu,16,0.05,2000,10,adamax,0,-0.3386414051055908
relu,16,0.05,2000,10,adam,0,-0.3389822393655777
relu,64,0.1,2000,10,adam,0,-0.34080201387405396
relu,64,0.25,2000,10,adam,0,-0.34249047935009
relu,32,0.1,2000,10,adam,0,-0.3433847799897194
relu,64,0.05,2000,10,adam,0,-0.3503982573747635
relu,32,0.05,2000,10,rmsprop,0,-0.3803938403725624
relu,16,0.1,2000,10,rmsprop,0,-0.397291861474514
relu,8,0.25,2000,10,adam,0,-0.4264300838112831
relu,8,0.05,2000,10,rmsprop,0,-0.4398688077926636
relu,8,0.2,2000,10,adam,0,-0.43987706303596497
relu,8,0.05,2000,10,adam,0,-0.5708739385008812
relu,32,0.05,2000,10,adam,0,-0.6540304869413376
relu,4,0.05,2000,10,adam,0,-0.6643964797258377
